locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALNBEDND_02346	gene	369	sufA			
ALNBEDND_02346	CDS	369	sufA		COG0316	Protein SufA
ALNBEDND_02347	gene	1488	sufB			
ALNBEDND_02347	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
ALNBEDND_02348	gene	747	sufC			
ALNBEDND_02348	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
ALNBEDND_02349	gene	1272	sufD			
ALNBEDND_02349	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
ALNBEDND_02350	gene	1221	sufS			
ALNBEDND_02350	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
ALNBEDND_02351	gene	417	sufE			
ALNBEDND_02351	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
ALNBEDND_02352	gene	1005	ynhG			
ALNBEDND_02352	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
ALNBEDND_02353	gene	237	lpp			
ALNBEDND_02353	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
ALNBEDND_02354	gene	693	pykF_1			
ALNBEDND_02354	CDS	693	pykF_1	2.7.1.40	COG0469	Pyruvate kinase I
ALNBEDND_02355	gene	663	pykF_2			
ALNBEDND_02355	CDS	663	pykF_2	2.7.1.40	COG0469	Pyruvate kinase I
ALNBEDND_02356	gene	210	fumD			
ALNBEDND_02356	CDS	210	fumD	4.2.1.2		Fumarase D
ALNBEDND_02357	gene	627	ydhY			
ALNBEDND_02357	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
ALNBEDND_02358	gene	2103	ydhV			
ALNBEDND_02358	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
ALNBEDND_02359	gene	639	ydhW			
ALNBEDND_02359	CDS	639	ydhW			putative protein YdhW
ALNBEDND_02360	gene	669	ydhX_1			
ALNBEDND_02360	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
ALNBEDND_02361	gene	786	ydhU			
ALNBEDND_02361	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
ALNBEDND_02362	gene	765	ydhT			
ALNBEDND_02362	CDS	765	ydhT			putative protein YdhT
ALNBEDND_02363	gene	1605				
ALNBEDND_02363	CDS	1605				hypothetical protein
ALNBEDND_02364	gene	306	ydhR			
ALNBEDND_02364	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
ALNBEDND_02365	gene	77				
ALNBEDND_02365	tRNA	77				tRNA-Val(gac)
ALNBEDND_02366	gene	77				
ALNBEDND_02366	tRNA	77				tRNA-Val(gac)
ALNBEDND_02367	gene	1257				
ALNBEDND_02367	CDS	1257				putative autotransporter
ALNBEDND_02368	gene	1374	mdtK			
ALNBEDND_02368	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
ALNBEDND_02369	gene	642	ribC			
ALNBEDND_02369	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
ALNBEDND_02370	gene	1149	cfa			
ALNBEDND_02370	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
ALNBEDND_02371	gene	1212	ydhC			
ALNBEDND_02371	CDS	1212	ydhC			Inner membrane transport protein YdhC
ALNBEDND_02372	gene	933	yahB_1			
ALNBEDND_02372	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
ALNBEDND_02373	gene	1026	purR_1			
ALNBEDND_02373	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
ALNBEDND_02374	gene	90	ynhF			
ALNBEDND_02374	CDS	90	ynhF			putative protein YnhF
ALNBEDND_02375	gene	1170	ydhP			
ALNBEDND_02375	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
ALNBEDND_02376	gene	582	sodB			
ALNBEDND_02376	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
ALNBEDND_02377	gene	816	mepH			
ALNBEDND_02377	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
ALNBEDND_02378	gene	348	grxD			
ALNBEDND_02378	CDS	348	grxD		COG0278	Glutaredoxin 4
ALNBEDND_02379	gene	4617	srmB_2			
ALNBEDND_02379	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
ALNBEDND_02380	gene	648	rnt			
ALNBEDND_02380	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
ALNBEDND_02381	gene	408	gloA			
ALNBEDND_02381	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
ALNBEDND_02382	gene	1098	nemA			
ALNBEDND_02382	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
ALNBEDND_02383	gene	600	nemR			
ALNBEDND_02383	CDS	600	nemR			HTH-type transcriptional repressor NemR
ALNBEDND_02384	gene	240				
ALNBEDND_02384	CDS	240				hypothetical protein
ALNBEDND_02385	gene	897	ydhF			
ALNBEDND_02385	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
ALNBEDND_02386	gene	522	sodC			
ALNBEDND_02386	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
ALNBEDND_02387	gene	2013	aaeB_2			
ALNBEDND_02387	CDS	2013	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
ALNBEDND_02388	gene	858	aaeA_2			
ALNBEDND_02388	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
ALNBEDND_02389	gene	237				
ALNBEDND_02389	CDS	237				hypothetical protein
ALNBEDND_02390	gene	441	slyA			
ALNBEDND_02390	CDS	441	slyA		COG1846	Transcriptional regulator SlyA
ALNBEDND_02391	gene	468	slyB			
ALNBEDND_02391	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
ALNBEDND_02392	gene	1110	anmK			
ALNBEDND_02392	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
ALNBEDND_02393	gene	324	mliC			
ALNBEDND_02393	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
ALNBEDND_02394	gene	657	pdxH			
ALNBEDND_02394	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
ALNBEDND_02395	gene	1275	tyrS			
ALNBEDND_02395	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
ALNBEDND_02396	gene	861	pdxY			
ALNBEDND_02396	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
ALNBEDND_02397	gene	606	gstA			
ALNBEDND_02397	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
ALNBEDND_02398	gene	1503	dtpA			
ALNBEDND_02398	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
ALNBEDND_02399	gene	201				
ALNBEDND_02399	CDS	201				hypothetical protein
ALNBEDND_02400	gene	636	nth			
ALNBEDND_02400	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
ALNBEDND_02401	gene	696	rsxE			
ALNBEDND_02401	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
ALNBEDND_02402	gene	621	rsxG			
ALNBEDND_02402	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
ALNBEDND_02403	gene	1059	rsxD			
ALNBEDND_02403	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
ALNBEDND_02404	gene	2223	rsxC			
ALNBEDND_02404	CDS	2223	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
ALNBEDND_02405	gene	579	rsxB			
ALNBEDND_02405	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
ALNBEDND_02406	gene	582	rsxA			
ALNBEDND_02406	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
ALNBEDND_02407	gene	441	ydgK			
ALNBEDND_02407	CDS	441	ydgK			Inner membrane protein YdgK
ALNBEDND_02408	gene	216	cnu			
ALNBEDND_02408	CDS	216	cnu			OriC-binding nucleoid-associated protein
ALNBEDND_02409	gene	1041	ydgJ			
ALNBEDND_02409	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
ALNBEDND_02410	gene	1002	add			
ALNBEDND_02410	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
ALNBEDND_02411	gene	1173	malY			
ALNBEDND_02411	CDS	1173	malY		COG1168	Protein MalY
ALNBEDND_02412	gene	1593	malX			
ALNBEDND_02412	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
ALNBEDND_02413	gene	1029	malI			
ALNBEDND_02413	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
ALNBEDND_02414	gene	768	hdhA			
ALNBEDND_02414	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
ALNBEDND_02415	gene	579				
ALNBEDND_02415	CDS	579				hypothetical protein
ALNBEDND_02416	gene	1812	uidA			
ALNBEDND_02416	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
ALNBEDND_02417	gene	1374	uidB			
ALNBEDND_02417	CDS	1374	uidB		COG2211	Glucuronide carrier protein
ALNBEDND_02418	gene	1266	uidC			
ALNBEDND_02418	CDS	1266	uidC			Membrane-associated protein UidC
ALNBEDND_02419	gene	96				
ALNBEDND_02419	CDS	96				hypothetical protein
ALNBEDND_02420	gene	1509	ydgA_2			
ALNBEDND_02420	CDS	1509	ydgA_2		COG5339	Protein YdgA
ALNBEDND_02421	gene	1176	manA			
ALNBEDND_02421	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
ALNBEDND_02422	gene	1647	fumA			
ALNBEDND_02422	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
ALNBEDND_02423	gene	1404	fumC			
ALNBEDND_02423	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
ALNBEDND_02424	gene	930	tus			
ALNBEDND_02424	CDS	930	tus			DNA replication terminus site-binding protein
ALNBEDND_02425	gene	1302	rstB			
ALNBEDND_02425	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
ALNBEDND_02426	gene	720	rstA			
ALNBEDND_02426	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
ALNBEDND_02427	gene	336	ydgC			
ALNBEDND_02427	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
ALNBEDND_02428	gene	723	folM			
ALNBEDND_02428	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
ALNBEDND_02429	gene	1383	ydgI			
ALNBEDND_02429	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
ALNBEDND_02430	gene	945	ydgH			
ALNBEDND_02430	CDS	945	ydgH			Protein YdgH
ALNBEDND_02431	gene	1533	pntA			
ALNBEDND_02431	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
ALNBEDND_02432	gene	1389	pntB			
ALNBEDND_02432	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
ALNBEDND_02433	gene	1035	tqsA			
ALNBEDND_02433	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
ALNBEDND_02434	gene	366	mdtJ			
ALNBEDND_02434	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
ALNBEDND_02435	gene	330	mdtI			
ALNBEDND_02435	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
ALNBEDND_02436	gene	822				
ALNBEDND_02436	CDS	822				hypothetical protein
ALNBEDND_02437	gene	309	asr			
ALNBEDND_02437	CDS	309	asr			Acid shock protein
ALNBEDND_02438	gene	1254	ynfM			
ALNBEDND_02438	CDS	1254	ynfM			Inner membrane transport protein YnfM
ALNBEDND_02439	gene	894	hcaR_3			
ALNBEDND_02439	CDS	894	hcaR_3			Hca operon transcriptional activator HcaR
ALNBEDND_02440	gene	1221	mlc_2			
ALNBEDND_02440	CDS	1221	mlc_2		COG1940	Protein mlc
ALNBEDND_02441	gene	696	bioD1_1			
ALNBEDND_02441	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
ALNBEDND_02442	gene	1257	clcB			
ALNBEDND_02442	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
ALNBEDND_02443	gene	615	dmsD			
ALNBEDND_02443	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
ALNBEDND_02444	gene	855	dmsC_1			
ALNBEDND_02444	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
ALNBEDND_02445	gene	618	dmsB_1			
ALNBEDND_02445	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ALNBEDND_02446	gene	2397	ynfF			
ALNBEDND_02446	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
ALNBEDND_02447	gene	2427	ynfE			
ALNBEDND_02447	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
ALNBEDND_02448	gene	306	ynfD			
ALNBEDND_02448	CDS	306	ynfD			putative protein YnfD
ALNBEDND_02449	gene	747				
ALNBEDND_02449	CDS	747				hypothetical protein
ALNBEDND_02450	gene	561	speG			
ALNBEDND_02450	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
ALNBEDND_02451	gene	342				
ALNBEDND_02451	CDS	342				hypothetical protein
ALNBEDND_02452	gene	327				
ALNBEDND_02452	CDS	327				hypothetical protein
ALNBEDND_02453	gene	1215	rspA			
ALNBEDND_02453	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
ALNBEDND_02454	gene	1020	rspB			
ALNBEDND_02454	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
ALNBEDND_02455	gene	111	ynfP			
ALNBEDND_02455	CDS	111	ynfP			Protein YnfP
ALNBEDND_02456	gene	1281	intQ_1			
ALNBEDND_02456	CDS	1281	intQ_1		COG0582	Putative defective protein IntQ
ALNBEDND_02457	gene	237				
ALNBEDND_02457	CDS	237				hypothetical protein
ALNBEDND_02458	gene	2472				
ALNBEDND_02458	CDS	2472				hypothetical protein
ALNBEDND_02459	gene	192				
ALNBEDND_02459	CDS	192				hypothetical protein
ALNBEDND_02460	gene	189				
ALNBEDND_02460	CDS	189				hypothetical protein
ALNBEDND_02461	gene	165				
ALNBEDND_02461	CDS	165				hypothetical protein
ALNBEDND_02462	gene	219				
ALNBEDND_02462	CDS	219				hypothetical protein
ALNBEDND_02463	gene	129	ydfB_2			
ALNBEDND_02463	CDS	129	ydfB_2			putative protein YdfB
ALNBEDND_02464	gene	156				
ALNBEDND_02464	CDS	156				hypothetical protein
ALNBEDND_02465	gene	408				
ALNBEDND_02465	CDS	408				hypothetical protein
ALNBEDND_02466	gene	231				
ALNBEDND_02466	CDS	231				hypothetical protein
ALNBEDND_02467	gene	522				
ALNBEDND_02467	CDS	522				hypothetical protein
ALNBEDND_02468	gene	732				
ALNBEDND_02468	CDS	732				hypothetical protein
ALNBEDND_02469	gene	255				
ALNBEDND_02469	CDS	255				hypothetical protein
ALNBEDND_02470	gene	357				
ALNBEDND_02470	CDS	357				hypothetical protein
ALNBEDND_02471	gene	180				
ALNBEDND_02471	CDS	180				hypothetical protein
ALNBEDND_02472	gene	183				
ALNBEDND_02472	CDS	183				hypothetical protein
ALNBEDND_02473	gene	1314				
ALNBEDND_02473	CDS	1314				ISNCY family transposase ISEsa1
ALNBEDND_02474	gene	333	flxA			
ALNBEDND_02474	CDS	333	flxA			Protein FlxA
ALNBEDND_02475	gene	240	relB			
ALNBEDND_02475	CDS	240	relB		COG3077	Antitoxin RelB
ALNBEDND_02476	gene	288	relE			
ALNBEDND_02476	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
ALNBEDND_02477	gene	120				
ALNBEDND_02477	CDS	120				hypothetical protein
ALNBEDND_02478	gene	300				
ALNBEDND_02478	CDS	300				IS3 family transposase ISEc17
ALNBEDND_02479	gene	492				
ALNBEDND_02479	CDS	492				IS3 family transposase IS3
ALNBEDND_02480	gene	1050				
ALNBEDND_02480	CDS	1050				hypothetical protein
ALNBEDND_02481	gene	753				
ALNBEDND_02481	CDS	753				hypothetical protein
ALNBEDND_02482	gene	213	cspG_1			
ALNBEDND_02482	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
ALNBEDND_02483	gene	216	cspB			
ALNBEDND_02483	CDS	216	cspB		COG1278	Cold shock-like protein CspB
ALNBEDND_02484	gene	120				
ALNBEDND_02484	CDS	120				hypothetical protein
ALNBEDND_02485	gene	207				
ALNBEDND_02485	CDS	207				hypothetical protein
ALNBEDND_02486	gene	312	ydfR			
ALNBEDND_02486	CDS	312	ydfR			putative protein YdfR
ALNBEDND_02487	gene	534	rrrD_1			
ALNBEDND_02487	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
ALNBEDND_02488	gene	498				
ALNBEDND_02488	CDS	498				hypothetical protein
ALNBEDND_02489	gene	213	cspJ			
ALNBEDND_02489	CDS	213	cspJ			Cold shock-like protein CspJ
ALNBEDND_02490	gene	174	gnsA_1			
ALNBEDND_02490	CDS	174	gnsA_1			Protein GnsA
ALNBEDND_02491	gene	276				
ALNBEDND_02491	CDS	276			COG1662	IS1 family transposase IS1A
ALNBEDND_02492	gene	378				
ALNBEDND_02492	CDS	378			COG1662	IS1 family transposase IS1A
ALNBEDND_02493	gene	219	ydfO_1			
ALNBEDND_02493	CDS	219	ydfO_1		COG5562	putative protein YdfO
ALNBEDND_02494	gene	867				
ALNBEDND_02494	CDS	867				hypothetical protein
ALNBEDND_02495	gene	927				
ALNBEDND_02495	CDS	927				hypothetical protein
ALNBEDND_02496	gene	576	tfaE_2			
ALNBEDND_02496	CDS	576	tfaE_2			Prophage tail fiber assembly protein TfaE
ALNBEDND_02497	gene	591				
ALNBEDND_02497	CDS	591				Tn3 family transposase ISYps3
ALNBEDND_02498	gene	234	ydfK			
ALNBEDND_02498	CDS	234	ydfK			Cold shock protein YdfK
ALNBEDND_02499	gene	1284	ydfJ			
ALNBEDND_02499	CDS	1284	ydfJ			Putative transporter YdfJ
ALNBEDND_02500	gene	1461	por_1			
ALNBEDND_02500	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ALNBEDND_02501	gene	204	ydfZ			
ALNBEDND_02501	CDS	204	ydfZ			Putative selenoprotein YdfZ
ALNBEDND_02502	gene	687	rspR			
ALNBEDND_02502	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
ALNBEDND_02503	gene	747	ydfG			
ALNBEDND_02503	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
ALNBEDND_02504	gene	2046	dcp			
ALNBEDND_02504	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
ALNBEDND_02505	gene	519	pncC_3			
ALNBEDND_02505	CDS	519	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
ALNBEDND_02506	gene	393	ygiW_2			
ALNBEDND_02506	CDS	393	ygiW_2		COG3111	Protein YgiW
ALNBEDND_02507	gene	891	dgcZ			
ALNBEDND_02507	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
ALNBEDND_02508	gene	96	mgtS			
ALNBEDND_02508	CDS	96	mgtS			Small protein MgtS
ALNBEDND_02509	gene	1188	mdrP			
ALNBEDND_02509	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
ALNBEDND_02510	gene	900	eamA			
ALNBEDND_02510	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
ALNBEDND_02511	gene	219				
ALNBEDND_02511	CDS	219				hypothetical protein
ALNBEDND_02512	gene	384	marA			
ALNBEDND_02512	CDS	384	marA			Multiple antibiotic resistance protein MarA
ALNBEDND_02513	gene	435	marR			
ALNBEDND_02513	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
ALNBEDND_02514	gene	666				
ALNBEDND_02514	CDS	666				hypothetical protein
ALNBEDND_02515	gene	1191	sotB			
ALNBEDND_02515	CDS	1191	sotB		COG2814	Sugar efflux transporter
ALNBEDND_02516	gene	1116				
ALNBEDND_02516	CDS	1116				hypothetical protein
ALNBEDND_02517	gene	882	gltR			
ALNBEDND_02517	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
ALNBEDND_02518	gene	1389	sad			
ALNBEDND_02518	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
ALNBEDND_02519	gene	927	glsA2			
ALNBEDND_02519	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
ALNBEDND_02520	gene	360				
ALNBEDND_02520	CDS	360				hypothetical protein
ALNBEDND_02521	gene	948				
ALNBEDND_02521	CDS	948				hypothetical protein
ALNBEDND_02522	gene	1452	uxaB			
ALNBEDND_02522	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
ALNBEDND_02523	gene	915				
ALNBEDND_02523	CDS	915				hypothetical protein
ALNBEDND_02524	gene	759	tam			
ALNBEDND_02524	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
ALNBEDND_02525	gene	291	lsrG			
ALNBEDND_02525	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
ALNBEDND_02526	gene	876	lsrF			
ALNBEDND_02526	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
ALNBEDND_02527	gene	1023	lsrB			
ALNBEDND_02527	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
ALNBEDND_02528	gene	993	lsrD			
ALNBEDND_02528	CDS	993	lsrD			Autoinducer 2 import system permease protein LsrD
ALNBEDND_02529	gene	1029	lsrC			
ALNBEDND_02529	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
ALNBEDND_02530	gene	1536	lsrA			
ALNBEDND_02530	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
ALNBEDND_02531	gene	954	lsrR			
ALNBEDND_02531	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
ALNBEDND_02532	gene	1593	lsrK_2			
ALNBEDND_02532	CDS	1593	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
ALNBEDND_02533	gene	795				
ALNBEDND_02533	CDS	795				hypothetical protein
ALNBEDND_02534	gene	4641				
ALNBEDND_02534	CDS	4641				hypothetical protein
ALNBEDND_02535	gene	267	hipB			
ALNBEDND_02535	CDS	267	hipB		COG1396	Antitoxin HipB
ALNBEDND_02536	gene	1323	hipA			
ALNBEDND_02536	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
ALNBEDND_02537	gene	243				
ALNBEDND_02537	CDS	243				hypothetical protein
ALNBEDND_02538	gene	384				
ALNBEDND_02538	CDS	384				hypothetical protein
ALNBEDND_02539	gene	1071				
ALNBEDND_02539	CDS	1071				hypothetical protein
ALNBEDND_02540	gene	2451				
ALNBEDND_02540	CDS	2451				hypothetical protein
ALNBEDND_02541	gene	2229	uvrB_1			
ALNBEDND_02541	CDS	2229	uvrB_1			UvrABC system protein B
ALNBEDND_02542	gene	1149	fimD_1			
ALNBEDND_02542	CDS	1149	fimD_1		COG3188	Outer membrane usher protein FimD
ALNBEDND_02543	gene	531	fimF_1			
ALNBEDND_02543	CDS	531	fimF_1			Protein FimF
ALNBEDND_02544	gene	504	fimG_1			
ALNBEDND_02544	CDS	504	fimG_1			Protein FimG
ALNBEDND_02545	gene	915	fimH_1			
ALNBEDND_02545	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
ALNBEDND_02546	gene	2280	ydeP			
ALNBEDND_02546	CDS	2280	ydeP		COG0243	Protein YdeP
ALNBEDND_02547	gene	198	safA			
ALNBEDND_02547	CDS	198	safA			Two-component-system connector protein SafA
ALNBEDND_02548	gene	762	ydeO			
ALNBEDND_02548	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
ALNBEDND_02549	gene	1683				
ALNBEDND_02549	CDS	1683				hypothetical protein
ALNBEDND_02550	gene	1158	chuR_2			
ALNBEDND_02550	CDS	1158	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
ALNBEDND_02551	gene	1686	yddA			
ALNBEDND_02551	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
ALNBEDND_02552	gene	2373				
ALNBEDND_02552	CDS	2373				hypothetical protein
ALNBEDND_02553	gene	2784				
ALNBEDND_02553	CDS	2784				hypothetical protein
ALNBEDND_02554	gene	1401	gadB			
ALNBEDND_02554	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
ALNBEDND_02555	gene	1536	gadC			
ALNBEDND_02555	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
ALNBEDND_02556	gene	1320				
ALNBEDND_02556	CDS	1320				hypothetical protein
ALNBEDND_02557	gene	1383	dosC			
ALNBEDND_02557	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
ALNBEDND_02558	gene	2400	dosP			
ALNBEDND_02558	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
ALNBEDND_02559	gene	582	ddpX			
ALNBEDND_02559	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
ALNBEDND_02560	gene	1551	ddpA			
ALNBEDND_02560	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
ALNBEDND_02561	gene	1023	ddpB			
ALNBEDND_02561	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
ALNBEDND_02562	gene	897	ddpC			
ALNBEDND_02562	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
ALNBEDND_02563	gene	987	ddpD			
ALNBEDND_02563	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
ALNBEDND_02564	gene	927	ddpF			
ALNBEDND_02564	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
ALNBEDND_02565	gene	432	osmC			
ALNBEDND_02565	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
ALNBEDND_02566	gene	216	bdm			
ALNBEDND_02566	CDS	216	bdm			Protein bdm
ALNBEDND_02567	gene	138	sra			
ALNBEDND_02567	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
ALNBEDND_02568	gene	1698	maeA			
ALNBEDND_02568	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
ALNBEDND_02569	gene	1011	adhP			
ALNBEDND_02569	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
ALNBEDND_02570	gene	285	yddM			
ALNBEDND_02570	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
ALNBEDND_02571	gene	654	fdnI			
ALNBEDND_02571	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
ALNBEDND_02572	gene	885	fdnH_2			
ALNBEDND_02572	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
ALNBEDND_02573	gene	2412	fdnG_1			
